name,url
Coinbase Blog,https://blog.coinbase.com/feed
Kraken Blog,https://blog.kraken.com/feed
OKX Learn/Blog,https://www.okx.com/learn/feed
Bybit Blog,https://blog.bybit.com/feed/
Bitstamp Blog,https://blog.bitstamp.net/rss/
